title,type,content,keywords,author,time,url
F-15 Advanced Eagle,Multi-role fighter,"The Advanced Eagle is not an entirely new fighter, but rather an upgrade of the older F-15 Eagle variants. It is also referred as F-15 2040C. By 2018 there were just over 200 older F-15 fighters in service with the US Air Force. Even though the original F-15 Eagle entered service back in 1976, and now in service for over 40 years, it remains a formidable warplane. This fighter was advanced at the time and was exported only to trusted US allies, including Israel, Japan, Qatar, Saudi Arabia, Singapore and South Korea. It is an air-superiority fighter, designed to gain and maintain air supremacy. The Advanced Eagle also has a secondary air-to-ground capability. Upgraded Advcanced Eagles could complementF-22 Raptor andF-35 Lightning II fighters. Though unlike these two fighters, the F-15 is not stealthy.",,,,
F-15SE Silent Eagle,Multi-role fighter,"The BoeingF-15E Eagle has been in the service of the US Air Force since 1989. This aircraft has recommended itself well. However it becomes older and may need upgrades in the near future. Boeing began development of the new, upgraded and stealthy version in 2009. This aircraft was developed as a private venture. The official name of the advanced version is F-15SE Silent Eagle. So far there is only one unit, developed by Boeing, which made its maiden flight in 2010. Now this aircraft serves as a demonstrator. The cost of producing a single Silent Eagle is about $100 million. It is much more compared with the cost of building the standard F-15E Eagle. However, the new version seems to be far better.",,,,
McDonnell Douglas F-15 Eagle,Air superiority fighter,"In 1967 the Soviet Union revealed a newMiG-25 high-speed and high-altitude interceptor, which had tremendous performance.,Its appearance led to serious concerns throughout the Department of Defense that the US was being outclassed. Also there were some other new Soviet developments that posed threat. A new fighter was required, that could meet expected performance of the MiG-25.",,,,
Grumman F-14 Tomcat,Carrier-based multi-role fighter,"During the late 1970s the Grumman F-14 Tomcat was widely regarded as the most important aircraft in the US Navy. Only the Tomcat was felt to be capable of defending the Carrier Battle Group from long-range cruise missile carriers, with its unmatched potential to fire off a salvo of up to six ultra long-range Phoenix air-to-air missiles against high- or low-flying targets, and then to deal with any leakers with AIM-9s or the internal 20-mm cannon. However, the credibility of the Phoenix has been dented by a poor showing in combat and trials, while the F-14 still cannot carry today's leading air-to-air missile the AIM-120 AMRAAM. AIM-54s fired at long range by F-14Ds in two recent, separate engagements at IraqiMiG-25s and MiG-23s missed their targets.",,,,
Northrop F-5E Tiger II,Lightweight tactical fighter,"The first F-5A Freedom Fighter single-seat light-fighter prototype flew in May 1963 and went on to form the basis of a major warplane family. This plane was a cheaper alternative for full-blown fighters, and was exported to less wealthy US allies. Canadair built the CF-5A/Ds and NF-5A/Bs for the Canadian and Dutch air force respectively; the survivors of these fleets are finding a ready resale market to countries including Botswana, Turkey and Venezuela. In addition, South Korea, Brazil, Greece, Iran, Morocco, Norway, Philippines, Saudi Arabia, Spain, Taiwan, Thailand, Turkey, Venezuela and Yemen all currently operate first generation F-5s. Venezuela's VF-5A/Ds have received a limited upgrade by Singapore Technologies Aerospace.",,,,
H-6K,Long-range strategic bomber,The Xian H-6K is an updated version of theH-6 medium-range bomber. It made its first flight in 2007 and entered service in 2009. Other sources report that this bomber entered service in 2013. China operates at least 15 of these new bombers. Some sources report that China plans to replace the previous H-6D bombers with the new H-6Ks on a near one-to-one basis.,,,,
H-6,Medium-range bomber,"In the late 1950s China acquired a few Tu-16 medium-range bombers from the Soviet Union. Later this aircraft was license produced in China as Xian H-6. The Chinese version first flew in 1959. Some sources report that the first indigenous bomber was completed in 1968. At least 150 of these bombers were built.Over 100-120 of these bombers are currently in service with China. Most of them are operated by the Air Force, while some are used by the Chinese Navy. Former operators are Egypt and Iraq.",,,,
Tupolev Tu-160,Long-range strategic bomber,"The Tu-160 (Western reporting name Blackjack) is the world's largest operational bomber. It is nicknamed the White Swan by the pilots. Dwarfing the similar-looking B-1B Lancer, it is the heaviest combat aircraft ever built. Unlike the B-1B, the Tu-160 bomber remains committed to both low-level penetration (at transonic speeds) and high-level penetration at speeds of about Mach 1.9.",,,,
Tupolev Tu-95,Strategic bomber,"The turboprop-powered Tu-95 strategic bomber entered service in 1956 and remains an important part of Russia's long range air power. Its Western reporting name is Bear. At the time of its introduction it was the only Soviet bomber, that could reach United States without in-flight refueling.",,,,
Tupolev Tu-22M,Medium-range bomber,"The Tu-22M (Western reporting name Backfire) was developed from the earlier Tu-22 design, incorporating variable-geometry outer wing panels. Even though it is designated as ""improved"" version of the Tu-22, it had so many differences that the Tu-22M can be seen as a completely different and much more capable aircraft.,The first Tu-22M0 prototype flew in 1969. I,t was powered by a military derivative of the engine, originally designed for the Tu-144 supersonic airliner (Soviet copy of the Concorde). The Tu-22M is extremely fast, even at low level. It was mainly intended to engage US carrier battle groups. However this bomber lacks sufficient range for truly strategic missions and is classified as a medium-range bomber.",,,,
Northrop Grumman B-2 Spirit,Stealthy strategic bomber,"The black, bat-like B-2A Spirit is the silver bullet of US policy, reserved for use against targets of the highest priority.,The B-2 is the costliest warplane ever built (around $900 million per copy), is difficult to maintain and is prone to trouble with the coating that provides much of its stealth. The B-2 Spirit was developed as a low observable strategic bomber for the Cold War mission of attacking Soviet strategic targets.",,,,
Rockwell B-1B Lancer,Long-range strategic bomber,"The Rockwell B-1B Lancer traces its origins to the B-1A prototype strategic bomber of the 1970s. The basic B-1A design was much revised, and resulted in 100 production B-1B Lancers, the first of which flew in production form on 18 October 1984.",,,,
Boeing B-52H Stratofortress,Long-range strategic bomber,"By normal standards long since rendered obsolete due to its great vulnerability to surface-to-air missiles, the mighty Boeing B-52 Stratofortress has seen two would-be successors fall by the wayside. It remains a major element in one of the three US strategic deterrents and will continue to give valuable service well into the 21st century.",,,,
General Dynamics F-111 Aardvark,Tactical bomber,"The F-111 originated in studies for a replacement for Tactical Air Command's F-100 Super Sabres and F-105 Thunderchiefs in the tactical strike role. Tactical Air Command wanted an aircraft which could operate from shorter runways. They also required a longer ferry range as overseas deployments by F-100s were often limited by refuelling problems. The aircraft would also be optimized for very low-level penetration, including a final 370 km dash at Mach 1.2. It would be a multi-role aircraft, capable of Mach 2.5 at high level in the interceptor role. This made it inevitable that the successful design would have a variable geometry, swing wing.",,,,
