type,number,name,foreign name,state,company,time
US military standards MIL,MIL-C-81590-1968,"Cockpit Canopy System, Fixed Wing Single And Multi-Place, Fighter, Attack, And Trainer Aircraft, General Specification For","Cockpit Canopy System, Fixed Wing Single And Multi-Place, Fighter, Attack, And Trainer Aircraft, General Specification For",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/6/11
US military standards MIL,MIL-T-23426D-1986,"Tension Bar/Release Element, Aircraft Launching","Tension Bar/Release Element, Aircraft Launching",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/8/1
US military standards MIL,MIL-M-7933A-1953,"Magazine, Aircraft Camera, Roll Film Image Motion","Magazine, Aircraft Camera, Roll Film Image Motion",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1953/4/20
US military standards MIL,MIL-M-8650C-1976,"Mockups, Aircraft, General Specification For","Mockups, Aircraft, General Specification For",effective,,
US military standards MIL,MIL-A-9094/2A-1974,"Arrester, Aircraft, Lightning","Arrester, Aircraft, Lightning",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/5/9
US military standards MIL,MIL-A-9094/4A-1974,"Arrester, Lightning, (Aircraft)","Arrester, Lightning, (Aircraft)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/5/9
US military standards MIL,MIL-T-5077B-1950,"Transmitter, Flowmeter, Fuel, Jet Aircraft","Transmitter, Flowmeter, Fuel, Jet Aircraft",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1950/5/24
US military standards MIL,MIL-R-60112-1964,"Remover, Aircraft Canopy, M5 Assembly","Remover, Aircraft Canopy, M5 Assembly",abolish,,
US military standards MIL,MIL-T-5494A-1956,"Thermocouple, Contact, Aircraft Engine Spark Plug Gasket Type","Thermocouple, Contact, Aircraft Engine Spark Plug Gasket Type",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2012/4/25
US military standards MIL,MIL-B-83183B-1987,Barrier Aircraft Arresting,Barrier Aircraft Arresting,effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2014/5/28
US military standards MIL,MIL-B-8565/11C-1993,"Battery, Storage, Aircraft, Medium-Rate, Type 1, Maintenance-Free 24-Volt, 10-Ampere-Hour","Battery, Storage, Aircraft, Medium-Rate, Type 1, Maintenance-Free 24-Volt, 10-Ampere-Hour",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1995/7/10
US military standards MIL,MIL-DTL-83413/7-2015(R2018),"Connectors And Assemblies, Electrical, Aircraft Grounding: Grounding Clamp Connector For Types I And Iii Grounding Assemblies, Aluminum Clip, Electrical","CONNECTORS AND ASSEMBLIES, ELECTRICAL, AIRCRAFT GROUNDING: GROUNDING CLAMP CONNECTOR FOR TYPES I AND III GROUNDING ASSEMBLIES, ALUMINUM CLIP, ELECTRICAL",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/12/21
US military standards MIL,MIL-C-83413/3-1993(R2001),"Connectors And Assemblies, Electrical, Aircraft Grounding: Type Iii Grounding Assembly, Discharger, Electrostatic","CONNECTORS AND ASSEMBLIES, ELECTRICAL, AIRCRAFT GROUNDING: TYPE III GROUNDING ASSEMBLY, DISCHARGER, ELECTROSTATIC",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2001/6/11
US military standards MIL,MS 18045-1980(R1996),"Batteries, Storage, Aircraft, 24-Volt, General Purpose","BATTERIES, STORAGE, AIRCRAFT, 24-VOLT, GENERAL PURPOSE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/9/18
US military standards MIL,MS 25435-1964(R2011),"Terminal, Lug, Crimp Style, For Aluminum Aircraft Wire Class 1","TERMINAL, LUG, CRIMP STYLE, FOR ALUMINUM AIRCRAFT WIRE CLASS 1",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2011/2/25
US military standards MIL,MS 25438-1964(R2011),"Terminal, Lug, Crimp Style, Right Angle Type, For Aluminum Aircraft Wire, Class 1","TERMINAL, LUG, CRIMP STYLE, RIGHT ANGLE TYPE, FOR ALUMINUM AIRCRAFT WIRE, CLASS 1",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2011/2/25
US military standards MIL,MS 3388-1969(R1996),"Retread Tire-Aircraft,44 X 13 (200 Mph) Type Vii","RETREAD TIRE-AIRCRAFT,44 X 13 (200 MPH) TYPE VII",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/9/25
US military standards MIL,MIL-DTL-7034/3-2005(R2017),"Pulley, Groove, Heavy Duty, Control, Aircraft","PULLEY, GROOVE, HEAVY DUTY, CONTROL, AIRCRAFT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2017/3/22
US military standards MIL,QPL-5508-2019,"Fuses, Aircraft Automatic Quantity-Measuring, Hydraulic","Fuses, Aircraft Automatic Quantity-Measuring, Hydraulic",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/12/10
US military standards MIL,QPL-AS5692-2019,"Aircraft, Arc Fault Circuit Breaker (Afcb), Trip-Free Single Phase And Three Phase 115 Vac, 400 Hz - Constant Frequency","Aircraft, ARC Fault Circuit Breaker (AFCB), Trip-Free Single Phase and Three Phase 115 VAC, 400 Hz - Constant Frequency",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/11/6
US military standards MIL,QPL-23761-2018,"Regulators, Voltage, And Control Panels Aircraft, Direct Current Generator, General Specification For","REGULATORS, VOLTAGE, AND CONTROL PANELS AIRCRAFT, DIRECT CURRENT GENERATOR, GENERAL SPECIFICATION FOR",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/3/6
US military standards MIL,QPL-7032-2018,"Inverters, Aircraft, General Specification For","Inverters, Aircraft, General Specification for",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/3/6
US military standards MIL,QPL-6405-1979(R1982),"Valve, Check, Two-Way, Bromochloromethane, Aircraft Fire Extinguishing System","VALVE, CHECK, TWO-WAY, BROMOCHLOROMETHANE, AIRCRAFT FIRE EXTINGUISHING SYSTEM",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1982/4/5
US military standards MIL,QPL-8210-1953(R1965),"Light, Landing, Aircraft, Retractable, Type Ma-2","LIGHT, LANDING, AIRCRAFT, RETRACTABLE, TYPE MA-2",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1965/8/23
US military standards MIL,MIL-R-14821-1968,"Remover, Aircraft Canopy: M9 Remanufactured Metal","Remover, Aircraft Canopy: M9 Remanufactured Metal",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/15
US military standards MIL,MIL-B-49450/5A-1994,"Battery, Rechargeable, Nickel-Cadimum, Vented, Aircraft Bb-716/A, Harness Assembly","Battery, Rechargeable, Nickel-Cadimum, Vented, Aircraft Bb-716/A, Harness Assembly",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1994/11/8
US military standards MIL,MIL-B-49450/7A-1987,"Battery, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-716/A, Cell","Battery, Rechargeable, Nickel-Cadmium, Vented, Aircraft, Bb-716/A, Cell",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1988/7/19
US military standards MIL,MIL-D-14965-1968,"Dispenser And Bomb Aircraft:Cbu-24/B Mod,","Dispenser And Bomb Aircraft:Cbu-24/B Mod,",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1968/10/15
US military standards MIL,MIL-T-4L-1994,Tires And Inner Tubes (Non-Aircraft); Packaging Of,Tires And Inner Tubes (Non-Aircraft); Packaging Of,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1994/3/30
US military standards MIL,MIL-DTL-3628/278-2018,"Badge, Unmanned Aircraft System Officer, Usmc","BADGE, UNMANNED AIRCRAFT SYSTEM OFFICER, USMC",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2018/6/19
US military standards MIL,MS 3336-1970(R2019),"Accessory Drives Aircraft Engine, Reference Chart For","ACCESSORY DRIVES AIRCRAFT ENGINE, REFERENCE CHART FOR",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/6/11
US military standards MIL,W-L-53-1959(R1989),"Lamp, Incandescent, (Sealed Reflector, Automotive, Military Vehicle, Aircraft, Par 36 Bulb, Trade No. 4502)","LAMP, INCANDESCENT, (SEALED REFLECTOR, AUTOMOTIVE, MILITARY VEHICLE, AIRCRAFT, PAR 36 BULB, TRADE NO. 4502)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1989/5/30
US military standards MIL,MS 27591-1987,"Adapter, 1/4 Inch Hydraulic Servicing, Us Ground Equipment To Raf Aircraft","ADAPTER, 1/4 INCH HYDRAULIC SERVICING, US GROUND EQUIPMENT TO RAF AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/9/25
US military standards MIL,MS 39016-1989(R1996),"Nut, Coupling, Electrical Conduit Spark Plug Cable (Other Than Aircraft)","NUT, COUPLING, ELECTRICAL CONDUIT SPARK PLUG CABLE (OTHER THAN AIRCRAFT)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/6/18
US military standards MIL,MS 90390-1967(R1996),"Cover, Battery, Storage, Medium Duty, General Purpose, Aircraft","COVER, BATTERY, STORAGE, MEDIUM DUTY, GENERAL PURPOSE, AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MS 29520-1992(R2019),"Envelope Dimensions, Nozzle, Pressure Fuel Service Locking Aircraft, Types D-1, D-1R, D-2 And D-2R","ENVELOPE DIMENSIONS, NOZZLE, PRESSURE FUEL SERVICE LOCKING AIRCRAFT, TYPES D-1, D-1R, D-2 AND D-2R",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/8/23
US military standards MIL,MS 28916-1964(R1996),"Light,Cabin Dome, Aircraft","LIGHT,CABIN DOME, AIRCRAFT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/7/24
US military standards MIL,MS 27593-1976(R1996),"Nut, Adapter, Servicing, Us Ground Equipment To Raf Aircraft","NUT, ADAPTER, SERVICING, US GROUND EQUIPMENT TO RAF AIRCRAFT",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/5/31
US military standards MIL,MS 14165-1976(R1996),Aircraft Accessory Mounting,AIRCRAFT ACCESSORY MOUNTING,abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MS 17976-1988(R1996),"Converter, 100 Ampere, Class C Nonregulated, Aircraft, Fan Cooled","CONVERTER, 100 AMPERE, CLASS C NONREGULATED, AIRCRAFT, FAN COOLED",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/9/4
US military standards MIL,MS 18103-1988(R1996),"Converter, 50 Ampere, Class C Nonregulated, Aircraft, Fan Cooled","CONVERTER, 50 AMPERE, CLASS C NONREGULATED, AIRCRAFT, FAN COOLED",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/9/11
US military standards MIL,MS 18111-1972(R1996),"Converter, 150 Ampere, Class C, Aircraft Blast Cooled","CONVERTER, 150 AMPERE, CLASS C, AIRCRAFT BLAST COOLED",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/9/18
US military standards MIL,MS 25487-1976(R2006),"Connector, Plug, Attachable External Electric Power, Aircraft, 28 Volt Dc, Jet Starting","CONNECTOR, PLUG, ATTACHABLE EXTERNAL ELECTRIC POWER, AIRCRAFT, 28 VOLT DC, JET STARTING",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2006/2/20
US military standards MIL,MS 26518-1957(R1996),"Handles, Control, Aircraft Rpm, Large","HANDLES, CONTROL, AIRCRAFT RPM, LARGE",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/11/26
US military standards MIL,MS 28042-1982(R1998),"Clamp, Instrument Mounting, Aircraft","CLAMP, INSTRUMENT MOUNTING, AIRCRAFT",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/5/29
US military standards MIL,MS 28720-1956(R1996),"Filter, Aircraft Hydraulic Line Type, 3,000 Psi","FILTER, AIRCRAFT HYDRAULIC LINE TYPE, 3,000 PSI",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/8/7
US military standards MIL,MS 24506-1971(R1992),"Circuit Breaker - Aircraft, Non Trip Free, Push Pull, 5 To 50 Amp,Type I","CIRCUIT BREAKER - AIRCRAFT, NON TRIP FREE, PUSH PULL, 5 TO 50 AMP,TYPE I",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1992/10/27
US military standards MIL,MS 33602-1967(R1999),"Bolts, Self-Retaining, Aircraft, Reliability And Maintainability, Design And Usage Requirements For","BOLTS, SELF-RETAINING, AIRCRAFT, RELIABILITY AND MAINTAINABILITY, DESIGN AND USAGE REQUIREMENTS FOR",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1999/11/4
US military standards MIL,MS 3374-1982(R1996),"Tire, Pneumatic, Aircraft, 20 X 5.5, Type Vii (Navy)","TIRE, PNEUMATIC, AIRCRAFT, 20 X 5.5, TYPE VII (NAVY)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MS 51010-1970(R1998),"Lead And Conduit Assembly, Electrical, Shielded, Waterproof Spark Plug (Other Than Aircraft)","LEAD AND CONDUIT ASSEMBLY, ELECTRICAL, SHIELDED, WATERPROOF SPARK PLUG (OTHER THAN AIRCRAFT)",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/11/27
US military standards MIL,MS 33565-1977(R1996),"Connection, Ground Leakage Test, Pressurized Cabin Aircraft (Asg)","CONNECTION, GROUND LEAKAGE TEST, PRESSURIZED CABIN AIRCRAFT (ASG)",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/8/14
US military standards MIL,MS 27574-1972(R2001),"Cable Configuration, Grounding, Aircraft And Age","CABLE CONFIGURATION, GROUNDING, AIRCRAFT AND AGE",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2001/12/6
US military standards MIL,MS 25277-1987(R1992),"Light, Beacon, Anti-Collision, Aircraft","LIGHT, BEACON, ANTI-COLLISION, AIRCRAFT",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1992/5/29
US military standards MIL,MS 20219-1982(R1998),"Pulley, Groove, Secondary Control, Aircraft","PULLEY, GROOVE, SECONDARY CONTROL, AIRCRAFT",,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1998/5/5
US military standards MIL,MS 25193-1969(R1996),"Battery, Storage, Aircraft, Installation Of","BATTERY, STORAGE, AIRCRAFT, INSTALLATION OF",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1996/10/9
US military standards MIL,MIL-M-81260A-1971,"Manual, Technical: Aircraft/System/Equip.","Manual, Technical: Aircraft/System/Equip.",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1997/9/17
US military standards MIL,MIL-N-26206B-1965,"Nozzle Fire Hose, Foam-Water, Aircraft Fire Fighting, 60 Gpm And 100 Gpm","Nozzle Fire Hose, Foam-Water, Aircraft Fire Fighting, 60 Gpm And 100 Gpm",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1988/10/31
US military standards MIL,MIL-N-83155B-1972,"Noise Supressor System, Aircraft Turbine Engine","Noise Supressor System, Aircraft Turbine Engine",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1987/5/6
US military standards MIL,MIL-STD-805B-1987,"Towing Fittings And Provisions For Military Aircraft, Design Requirements For","Towing Fittings And Provisions For Military Aircraft, Design Requirements For",effective,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),2019/8/1
US military standards MIL,MIL-A-85705A-1987,"Adhesive, Aircraft, For Structural Repair","Adhesive, Aircraft, For Structural Repair",abolish,Military and Government Specs & Standards (Naval Publications and Form Center) (NPFC),1999/9/15
